N:10842724638 M:1317991 total_time:51
1	1	1	0.636356	0.363644
2	2	1.36364	0.227266	0.136378
3	3	1.50002	2.54816e-06	0.136375
4	4	1.6364	1.24009e-06	0.136374
5	5	1.77277	9.78352e-07	0.136373
6	6	1.90914	2.04469e-07	0.136373
7	7	2.04552	1.00786e-06	0.136372
8	8	2.18189	8.12711e-07	0.136371
9	9	2.31826	0.0397718	0.0965994
10	10	2.41486	1.74587e-07	0.0965992
11	11	2.51146	0.0795424	0.0170568
12	12	2.52852	2.28817e-07	0.0170565
13	13	2.54557	7.96848e-08	0.0170565
14	14	2.56263	1.27274e-07	0.0170563
15	15	2.57969	1.42769e-07	0.0170562
16	16	2.59674	1.50792e-07	0.017056
17	17	2.6138	5.73472e-07	0.0170555
18	18	2.63085	2.23283e-07	0.0170552
19	19	2.64791	5.45988e-08	0.0170552
20	20	2.66496	6.07781e-08	0.0170551
21	21	2.68202	4.43615e-08	0.0170551
22	22	2.69907	9.53635e-08	0.017055
23	23	2.71613	4.11336e-07	0.0170546
24	24	2.73318	5.20164e-08	0.0170545
25	25	2.75024	4.71837e-07	0.0170541
26	26	2.76729	1.9829e-08	0.017054
27	27	2.78435	1.00159e-07	0.0170539
28	28	2.8014	1.19896e-08	0.0170539
29	29	2.81845	2.36103e-08	0.0170539
30	30	2.83551	1.46642e-08	0.0170539
31	31	2.85256	2.21347e-08	0.0170539
32	32	2.86962	2.13968e-08	0.0170538
33	33	2.88667	9.41645e-08	0.0170537
34	34	2.90372	2.19502e-08	0.0170537
35	35	2.92078	1.72466e-08	0.0170537
36	36	2.93783	1.23585e-08	0.0170537
37	37	2.95488	1.90911e-08	0.0170537
38	38	2.97194	8.39272e-09	0.0170537
39	39	2.98899	7.47045e-09	0.0170537
40	40	3.00605	6.82485e-09	0.0170537
41	41	3.0231	1.22663e-08	0.0170536
42	42	3.04015	9.03832e-09	0.0170536
43	43	3.05721	1.92756e-08	0.0170536
44	44	3.07426	2.10279e-08	0.0170536
45	45	3.09131	1.13532e-07	0.0170535
46	46	3.10837	4.40849e-08	0.0170534
47	47	3.12542	1.24507e-07	0.0170533
48	48	3.14247	7.46122e-08	0.0170532
49	49	3.15953	1.04402e-07	0.0170531
50	50	3.17658	4.02113e-08	0.0170531
51	51	3.19363	4.78662e-08	0.017053
52	52	3.21069	4.3347e-08	0.017053
53	53	3.22774	1.11042e-07	0.0170529
54	54	3.24479	2.73916e-08	0.0170529
55	55	3.26184	2.4717e-08	0.0170528
56	56	3.2789	5.51522e-08	0.0170528
57	57	3.29595	1.5402e-08	0.0170528
58	58	3.313	1.29119e-08	0.0170528
59	59	3.33006	1.27274e-08	0.0170527
60	60	3.34711	7.19376e-09	0.0170527
