N:5015448936 M:819496 total_time:55
1	1	1	0.608161	0.391839
2	2	1.39184	7.98612e-06	0.391831
3	3	1.78367	3.70575e-06	0.391827
4	4	2.1755	0.00797773	0.383849
5	5	2.55935	0.000998357	0.382851
6	6	2.9422	0.0917172	0.291134
7	7	3.23333	2.85558e-06	0.291131
8	8	3.52446	1.77791e-06	0.291129
9	9	3.81559	0.0867334	0.204396
10	10	4.01999	0.0986952	0.1057
11	11	4.12569	5.71634e-07	0.1057
12	12	4.23139	2.43647e-07	0.1057
13	13	4.33709	1.98985e-07	0.105699
14	14	4.44279	2.73754e-07	0.105699
15	15	4.54848	3.46729e-07	0.105699
16	16	4.65418	6.25667e-07	0.105698
17	17	4.75988	9.92334e-07	0.105697
18	18	4.86558	2.74153e-07	0.105697
19	19	4.97128	6.72323e-07	0.105696
20	20	5.07697	6.38029e-08	0.105696
21	21	5.18267	2.37267e-07	0.105696
22	22	5.28836	1.70673e-07	0.105696
23	23	5.39406	8.57949e-07	0.105695
24	24	5.49976	9.61031e-08	0.105695
25	25	5.60545	1.02822e-06	0.105694
26	26	5.71114	4.32663e-08	0.105694
27	27	5.81684	2.26899e-07	0.105694
28	28	5.92253	3.6886e-08	0.105694
29	29	6.02822	1.71869e-07	0.105693
30	30	6.13392	3.38953e-08	0.105693
31	31	6.23961	4.82509e-08	0.105693
32	32	6.3453	4.66558e-08	0.105693
33	33	6.451	5.08429e-08	0.105693
34	34	6.55669	4.80515e-08	0.105693
35	35	6.66238	3.96774e-08	0.105693
36	36	6.76808	3.23002e-08	0.105693
37	37	6.87377	1.94599e-07	0.105693
38	38	6.97946	2.09353e-08	0.105693
39	39	7.08516	1.43556e-07	0.105693
40	40	7.19085	4.82509e-08	0.105693
41	41	7.29654	3.30977e-08	0.105693
42	42	7.40223	2.1992e-07	0.105692
43	43	7.50793	2.21316e-08	0.105692
44	44	7.61362	5.32355e-08	0.105692
45	45	7.71931	2.14138e-07	0.105692
46	46	7.825	8.37413e-08	0.105692
47	47	7.93069	2.13939e-07	0.105692
48	48	8.03639	4.06743e-08	0.105692
49	49	8.14208	3.45532e-07	0.105691
50	50	8.24777	9.33117e-08	0.105691
51	51	8.35346	8.91246e-08	0.105691
52	52	8.45915	1.0687e-07	0.105691
53	53	8.56484	7.37721e-08	0.105691
54	54	8.67053	2.13141e-07	0.105691
55	55	8.77623	8.31431e-08	0.105691
56	56	8.88192	6.87875e-08	0.105691
57	57	8.98761	2.14138e-07	0.10569
58	58	9.0933	1.69476e-08	0.10569
59	59	9.19899	1.49737e-07	0.10569
60	60	9.30468	7.01831e-08	0.10569
61	61	9.41037	3.24996e-08	0.10569
62	62	9.51606	7.79591e-08	0.10569
63	63	9.62175	4.96466e-08	0.10569
64	64	9.72744	1.59507e-08	0.10569
65	65	9.83313	1.73464e-08	0.10569
66	66	9.93882	2.25304e-08	0.10569
67	67	10.0445	1.93402e-08	0.10569
68	68	10.1502	6.83887e-08	0.10569
69	69	10.2559	1.24615e-07	0.10569
70	70	10.3616	1.93402e-08	0.10569
71	71	10.4673	1.49538e-08	0.10569
72	72	10.573	2.45242e-08	0.10569
73	73	10.6786	2.87113e-08	0.10569
74	74	10.7843	1.37575e-08	0.10569
75	75	10.89	1.07667e-08	0.10569
76	76	10.9957	1.33587e-08	0.10569
77	77	11.1014	6.26066e-08	0.10569
78	78	11.2071	9.76981e-09	0.10569
79	79	11.3128	1.25811e-07	0.105689
80	80	11.4185	3.11039e-08	0.105689
81	81	11.5242	4.16712e-08	0.105689
82	82	11.6299	1.57912e-07	0.105689
83	83	11.7355	2.67174e-08	0.105689
84	84	11.8412	2.35273e-08	0.105689
85	85	11.9469	4.84503e-08	0.105689
86	86	12.0526	5.94164e-08	0.105689
87	87	12.1583	1.73663e-07	0.105689
88	88	12.264	4.7254e-08	0.105689
89	89	12.3697	1.87421e-07	0.105689
90	90	12.4754	2.53218e-08	0.105689
91	91	12.5811	4.48614e-08	0.105689
92	92	12.6867	1.13051e-07	0.105688
93	93	12.7924	3.21008e-08	0.105688
94	94	12.8981	1.57513e-08	0.105688
95	95	13.0038	1.27606e-08	0.105688
96	96	13.1095	2.2331e-08	0.105688
97	97	13.2152	1.09661e-08	0.105688
98	98	13.3209	1.31593e-08	0.105688
99	99	13.4266	1.22821e-07	0.105688
100	100	13.5323	2.81131e-08	0.105688
101	101	13.6379	1.89415e-08	0.105688
102	102	13.7436	4.42632e-08	0.105688
103	103	13.8493	3.80823e-08	0.105688
104	104	13.955	8.95234e-08	0.105688
105	105	14.0607	7.07813e-08	0.105688
106	106	14.1664	6.36035e-08	0.105688
107	107	14.2721	1.15842e-07	0.105688
108	108	14.3778	8.37413e-08	0.105688
109	109	14.4834	1.77651e-07	0.105688
110	110	14.5891	5.72232e-08	0.105687
111	111	14.6948	5.06435e-08	0.105687
112	112	14.8005	3.82817e-08	0.105687
113	113	14.9062	2.61193e-08	0.105687
114	114	15.0119	3.34965e-08	0.105687
115	115	15.1176	4.12725e-08	0.105687
116	116	15.2233	1.83433e-08	0.105687
117	117	15.3289	1.35581e-08	0.105687
118	118	15.4346	1.75458e-08	0.105687
119	119	15.5403	1.31195e-07	0.105687
120	120	15.646	2.25304e-08	0.105687
121	121	15.7517	1.9739e-08	0.105687
122	122	15.8574	3.66866e-08	0.105687
123	123	15.9631	2.27298e-08	0.105687
124	124	16.0688	3.15027e-08	0.105687
125	125	16.1744	1.73464e-08	0.105687
126	126	16.2801	2.69168e-08	0.105687
127	127	16.3858	2.99076e-08	0.105687
128	128	16.4915	2.51224e-08	0.105687
129	129	16.5972	1.38572e-07	0.105687
130	130	16.7029	3.34965e-08	0.105687
131	131	16.8086	2.37267e-08	0.105687
132	132	16.9142	4.80515e-08	0.105687
133	133	17.0199	3.15027e-08	0.105687
134	134	17.1256	6.57967e-08	0.105687
135	135	17.2313	5.62263e-08	0.105686
136	136	17.337	5.68244e-08	0.105686
137	137	17.4427	5.12417e-08	0.105686
138	138	17.5484	4.92478e-08	0.105686
139	139	17.6541	1.30596e-07	0.105686
140	140	17.7597	3.0107e-08	0.105686
141	141	17.8654	3.2699e-08	0.105686
142	142	17.9711	5.20392e-08	0.105686
143	143	18.0768	4.70546e-08	0.105686
144	144	18.1825	4.42632e-08	0.105686
145	145	18.2882	8.35419e-08	0.105686
